,County,Day,Cases,Week,Date,Population,Rate,Change,Double
1075,Seminole,15,2.0,3,3/17/20,463627.0,0.43138126122939346,2.0,Yes
1144,Seminole,16,2.0,3,3/18/20,463627.0,0.43138126122939346,0.0,Yes
1213,Seminole,17,0.0,3,3/19/20,463627.0,0.0,-2.0,No
1282,Seminole,18,3.0,3,3/20/20,463627.0,0.6470718918440902,3.0,Yes
1351,Seminole,19,5.0,3,3/21/20,463627.0,1.0784531530734838,2.0,Yes
1420,Seminole,20,3.0,3,3/22/20,463627.0,0.6470718918440902,-2.0,No
1489,Seminole,21,4.0,4,3/23/20,463627.0,0.8627625224587869,1.0,Yes
1558,Seminole,22,0.0,4,3/24/20,463627.0,0.0,-4.0,No
41,St. Johns,0,0.0,1,3/2/20,,,0.0,No
110,St. Johns,1,0.0,1,3/3/20,,,0.0,No
179,St. Johns,2,0.0,1,3/4/20,,,0.0,No
248,St. Johns,3,0.0,1,3/5/20,,,0.0,No
317,St. Johns,4,0.0,1,3/6/20,,,0.0,No
386,St. Johns,5,0.0,1,3/7/20,,,0.0,No
455,St. Johns,6,0.0,1,3/8/20,,,0.0,No
524,St. Johns,7,0.0,2,3/9/20,,,0.0,No
593,St. Johns,8,0.0,2,3/10/20,,,0.0,No
662,St. Johns,9,0.0,2,3/11/20,,,0.0,No
731,St. Johns,10,1.0,2,3/12/20,,,1.0,Yes
800,St. Johns,11,0.0,2,3/13/20,,,-1.0,No
869,St. Johns,12,1.0,2,3/14/20,,,1.0,Yes
938,St. Johns,13,0.0,2,3/15/20,,,-1.0,No
1007,St. Johns,14,1.0,3,3/16/20,,,1.0,Yes
1076,St. Johns,15,0.0,3,3/17/20,,,-1.0,No
1145,St. Johns,16,2.0,3,3/18/20,,,2.0,Yes
1214,St. Johns,17,0.0,3,3/19/20,,,-2.0,No
1283,St. Johns,18,4.0,3,3/20/20,,,4.0,Yes
1352,St. Johns,19,3.0,3,3/21/20,,,-1.0,No
1421,St. Johns,20,10.0,3,3/22/20,,,7.0,Yes
1490,St. Johns,21,5.0,4,3/23/20,,,-5.0,No
1559,St. Johns,22,1.0,4,3/24/20,,,-4.0,No
42,Sumter,0,0.0,1,3/2/20,125779.0,0.0,0.0,No
111,Sumter,1,0.0,1,3/3/20,125779.0,0.0,0.0,No
180,Sumter,2,0.0,1,3/4/20,125779.0,0.0,0.0,No
249,Sumter,3,0.0,1,3/5/20,125779.0,0.0,0.0,No
318,Sumter,4,0.0,1,3/6/20,125779.0,0.0,0.0,No
387,Sumter,5,0.0,1,3/7/20,125779.0,0.0,0.0,No
456,Sumter,6,0.0,1,3/8/20,125779.0,0.0,0.0,No
525,Sumter,7,0.0,2,3/9/20,125779.0,0.0,0.0,No
594,Sumter,8,0.0,2,3/10/20,125779.0,0.0,0.0,No
663,Sumter,9,0.0,2,3/11/20,125779.0,0.0,0.0,No
732,Sumter,10,0.0,2,3/12/20,125779.0,0.0,0.0,No
801,Sumter,11,0.0,2,3/13/20,125779.0,0.0,0.0,No
870,Sumter,12,0.0,2,3/14/20,125779.0,0.0,0.0,No
939,Sumter,13,0.0,2,3/15/20,125779.0,0.0,0.0,No
1008,Sumter,14,0.0,3,3/16/20,125779.0,0.0,0.0,No
1077,Sumter,15,0.0,3,3/17/20,125779.0,0.0,0.0,No
1146,Sumter,16,1.0,3,3/18/20,125779.0,0.7950452778285724,1.0,Yes
1215,Sumter,17,1.0,3,3/19/20,125779.0,0.7950452778285724,0.0,Yes
1284,Sumter,18,0.0,3,3/20/20,125779.0,0.0,-1.0,No
1353,Sumter,19,2.0,3,3/21/20,125779.0,1.5900905556571447,2.0,Yes
1422,Sumter,20,4.0,3,3/22/20,125779.0,3.1801811113142895,2.0,Yes
1491,Sumter,21,2.0,4,3/23/20,125779.0,1.5900905556571447,-2.0,No
1560,Sumter,22,0.0,4,3/24/20,125779.0,0.0,-2.0,No
63,Suwannee,0,0.0,1,3/2/20,45123.0,0.0,0.0,No
132,Suwannee,1,0.0,1,3/3/20,45123.0,0.0,0.0,No
201,Suwannee,2,0.0,1,3/4/20,45123.0,0.0,0.0,No
270,Suwannee,3,0.0,1,3/5/20,45123.0,0.0,0.0,No
339,Suwannee,4,0.0,1,3/6/20,45123.0,0.0,0.0,No
408,Suwannee,5,0.0,1,3/7/20,45123.0,0.0,0.0,No
477,Suwannee,6,0.0,1,3/8/20,45123.0,0.0,0.0,No
546,Suwannee,7,0.0,2,3/9/20,45123.0,0.0,0.0,No
615,Suwannee,8,0.0,2,3/10/20,45123.0,0.0,0.0,No
684,Suwannee,9,0.0,2,3/11/20,45123.0,0.0,0.0,No
753,Suwannee,10,0.0,2,3/12/20,45123.0,0.0,0.0,No
822,Suwannee,11,0.0,2,3/13/20,45123.0,0.0,0.0,No
891,Suwannee,12,0.0,2,3/14/20,45123.0,0.0,0.0,No
960,Suwannee,13,0.0,2,3/15/20,45123.0,0.0,0.0,No
1029,Suwannee,14,0.0,3,3/16/20,45123.0,0.0,0.0,No
1098,Suwannee,15,0.0,3,3/17/20,45123.0,0.0,0.0,No
1167,Suwannee,16,0.0,3,3/18/20,45123.0,0.0,0.0,No
1236,Suwannee,17,0.0,3,3/19/20,45123.0,0.0,0.0,No
1305,Suwannee,18,0.0,3,3/20/20,45123.0,0.0,0.0,No
1374,Suwannee,19,0.0,3,3/21/20,45123.0,0.0,0.0,No
1443,Suwannee,20,0.0,3,3/22/20,45123.0,0.0,0.0,No
1512,Suwannee,21,0.0,4,3/23/20,45123.0,0.0,0.0,No
1581,Suwannee,22,0.0,4,3/24/20,45123.0,0.0,0.0,No
64,Taylor,0,0.0,1,3/2/20,22258.0,0.0,0.0,No
133,Taylor,1,0.0,1,3/3/20,22258.0,0.0,0.0,No
202,Taylor,2,0.0,1,3/4/20,22258.0,0.0,0.0,No
271,Taylor,3,0.0,1,3/5/20,22258.0,0.0,0.0,No
340,Taylor,4,0.0,1,3/6/20,22258.0,0.0,0.0,No
409,Taylor,5,0.0,1,3/7/20,22258.0,0.0,0.0,No
478,Taylor,6,0.0,1,3/8/20,22258.0,0.0,0.0,No
547,Taylor,7,0.0,2,3/9/20,22258.0,0.0,0.0,No
616,Taylor,8,0.0,2,3/10/20,22258.0,0.0,0.0,No
685,Taylor,9,0.0,2,3/11/20,22258.0,0.0,0.0,No
754,Taylor,10,0.0,2,3/12/20,22258.0,0.0,0.0,No
823,Taylor,11,0.0,2,3/13/20,22258.0,0.0,0.0,No
892,Taylor,12,0.0,2,3/14/20,22258.0,0.0,0.0,No
961,Taylor,13,0.0,2,3/15/20,22258.0,0.0,0.0,No
1030,Taylor,14,0.0,3,3/16/20,22258.0,0.0,0.0,No
1099,Taylor,15,0.0,3,3/17/20,22258.0,0.0,0.0,No
1168,Taylor,16,0.0,3,3/18/20,22258.0,0.0,0.0,No
1237,Taylor,17,0.0,3,3/19/20,22258.0,0.0,0.0,No
1306,Taylor,18,0.0,3,3/20/20,22258.0,0.0,0.0,No
1375,Taylor,19,0.0,3,3/21/20,22258.0,0.0,0.0,No
1444,Taylor,20,0.0,3,3/22/20,22258.0,0.0,0.0,No
1513,Taylor,21,0.0,4,3/23/20,22258.0,0.0,0.0,No
1582,Taylor,22,0.0,4,3/24/20,22258.0,0.0,0.0,No
65,Union,0,0.0,1,3/2/20,15966.0,0.0,0.0,No
134,Union,1,0.0,1,3/3/20,15966.0,0.0,0.0,No
203,Union,2,0.0,1,3/4/20,15966.0,0.0,0.0,No
272,Union,3,0.0,1,3/5/20,15966.0,0.0,0.0,No
341,Union,4,0.0,1,3/6/20,15966.0,0.0,0.0,No
410,Union,5,0.0,1,3/7/20,15966.0,0.0,0.0,No
479,Union,6,0.0,1,3/8/20,15966.0,0.0,0.0,No
548,Union,7,0.0,2,3/9/20,15966.0,0.0,0.0,No
617,Union,8,0.0,2,3/10/20,15966.0,0.0,0.0,No
686,Union,9,0.0,2,3/11/20,15966.0,0.0,0.0,No
755,Union,10,0.0,2,3/12/20,15966.0,0.0,0.0,No
824,Union,11,0.0,2,3/13/20,15966.0,0.0,0.0,No
893,Union,12,0.0,2,3/14/20,15966.0,0.0,0.0,No
962,Union,13,0.0,2,3/15/20,15966.0,0.0,0.0,No
1031,Union,14,0.0,3,3/16/20,15966.0,0.0,0.0,No
1100,Union,15,0.0,3,3/17/20,15966.0,0.0,0.0,No
1169,Union,16,0.0,3,3/18/20,15966.0,0.0,0.0,No
1238,Union,17,0.0,3,3/19/20,15966.0,0.0,0.0,No
1307,Union,18,0.0,3,3/20/20,15966.0,0.0,0.0,No
1376,Union,19,0.0,3,3/21/20,15966.0,0.0,0.0,No
1445,Union,20,0.0,3,3/22/20,15966.0,0.0,0.0,No
1514,Union,21,0.0,4,3/23/20,15966.0,0.0,0.0,No
1583,Union,22,0.0,4,3/24/20,15966.0,0.0,0.0,No
43,Volusia,0,0.0,1,3/2/20,532926.0,0.0,0.0,No
112,Volusia,1,0.0,1,3/3/20,532926.0,0.0,0.0,No
181,Volusia,2,0.0,1,3/4/20,532926.0,0.0,0.0,No
250,Volusia,3,0.0,1,3/5/20,532926.0,0.0,0.0,No
319,Volusia,4,0.0,1,3/6/20,532926.0,0.0,0.0,No
388,Volusia,5,0.0,1,3/7/20,532926.0,0.0,0.0,No
457,Volusia,6,1.0,1,3/8/20,532926.0,0.18764331257998296,1.0,Yes
526,Volusia,7,1.0,2,3/9/20,532926.0,0.18764331257998296,0.0,Yes
595,Volusia,8,0.0,2,3/10/20,532926.0,0.0,-1.0,No
664,Volusia,9,0.0,2,3/11/20,532926.0,0.0,0.0,No
733,Volusia,10,0.0,2,3/12/20,532926.0,0.0,0.0,No
802,Volusia,11,1.0,2,3/13/20,532926.0,0.18764331257998296,1.0,Yes
871,Volusia,12,3.0,2,3/14/20,532926.0,0.5629299377399489,2.0,Yes
940,Volusia,13,1.0,2,3/15/20,532926.0,0.18764331257998296,-2.0,No
1009,Volusia,14,1.0,3,3/16/20,532926.0,0.18764331257998296,0.0,Yes
1078,Volusia,15,1.0,3,3/17/20,532926.0,0.18764331257998296,0.0,Yes
1147,Volusia,16,0.0,3,3/18/20,532926.0,0.0,-1.0,No
1216,Volusia,17,0.0,3,3/19/20,532926.0,0.0,0.0,No
1285,Volusia,18,1.0,3,3/20/20,532926.0,0.18764331257998296,1.0,Yes
1354,Volusia,19,2.0,3,3/21/20,532926.0,0.3752866251599659,1.0,Yes
1423,Volusia,20,2.0,3,3/22/20,532926.0,0.3752866251599659,0.0,Yes
1492,Volusia,21,3.0,4,3/23/20,532926.0,0.5629299377399489,1.0,Yes
1561,Volusia,22,1.0,4,3/24/20,532926.0,0.18764331257998296,-2.0,No
66,Wakulla,0,0.0,1,3/2/20,32350.0,0.0,0.0,No
135,Wakulla,1,0.0,1,3/3/20,32350.0,0.0,0.0,No
204,Wakulla,2,0.0,1,3/4/20,32350.0,0.0,0.0,No
273,Wakulla,3,0.0,1,3/5/20,32350.0,0.0,0.0,No
342,Wakulla,4,0.0,1,3/6/20,32350.0,0.0,0.0,No
411,Wakulla,5,0.0,1,3/7/20,32350.0,0.0,0.0,No
480,Wakulla,6,0.0,1,3/8/20,32350.0,0.0,0.0,No
549,Wakulla,7,0.0,2,3/9/20,32350.0,0.0,0.0,No
618,Wakulla,8,0.0,2,3/10/20,32350.0,0.0,0.0,No
687,Wakulla,9,0.0,2,3/11/20,32350.0,0.0,0.0,No
756,Wakulla,10,0.0,2,3/12/20,32350.0,0.0,0.0,No
825,Wakulla,11,0.0,2,3/13/20,32350.0,0.0,0.0,No
894,Wakulla,12,0.0,2,3/14/20,32350.0,0.0,0.0,No
963,Wakulla,13,0.0,2,3/15/20,32350.0,0.0,0.0,No
1032,Wakulla,14,0.0,3,3/16/20,32350.0,0.0,0.0,No
1101,Wakulla,15,0.0,3,3/17/20,32350.0,0.0,0.0,No
1170,Wakulla,16,0.0,3,3/18/20,32350.0,0.0,0.0,No
1239,Wakulla,17,0.0,3,3/19/20,32350.0,0.0,0.0,No
1308,Wakulla,18,0.0,3,3/20/20,32350.0,0.0,0.0,No
1377,Wakulla,19,0.0,3,3/21/20,32350.0,0.0,0.0,No
1446,Wakulla,20,0.0,3,3/22/20,32350.0,0.0,0.0,No
1515,Wakulla,21,0.0,4,3/23/20,32350.0,0.0,0.0,No
1584,Wakulla,22,0.0,4,3/24/20,32350.0,0.0,0.0,No
44,Walton,0,0.0,1,3/2/20,67926.0,0.0,0.0,No
113,Walton,1,0.0,1,3/3/20,67926.0,0.0,0.0,No
182,Walton,2,0.0,1,3/4/20,67926.0,0.0,0.0,No
251,Walton,3,0.0,1,3/5/20,67926.0,0.0,0.0,No
320,Walton,4,0.0,1,3/6/20,67926.0,0.0,0.0,No
389,Walton,5,0.0,1,3/7/20,67926.0,0.0,0.0,No
458,Walton,6,0.0,1,3/8/20,67926.0,0.0,0.0,No
527,Walton,7,0.0,2,3/9/20,67926.0,0.0,0.0,No
596,Walton,8,0.0,2,3/10/20,67926.0,0.0,0.0,No
665,Walton,9,0.0,2,3/11/20,67926.0,0.0,0.0,No
734,Walton,10,0.0,2,3/12/20,67926.0,0.0,0.0,No
803,Walton,11,0.0,2,3/13/20,67926.0,0.0,0.0,No
872,Walton,12,0.0,2,3/14/20,67926.0,0.0,0.0,No
941,Walton,13,0.0,2,3/15/20,67926.0,0.0,0.0,No
1010,Walton,14,0.0,3,3/16/20,67926.0,0.0,0.0,No
1079,Walton,15,0.0,3,3/17/20,67926.0,0.0,0.0,No
1148,Walton,16,1.0,3,3/18/20,67926.0,1.4721903247651855,1.0,Yes
1217,Walton,17,0.0,3,3/19/20,67926.0,0.0,-1.0,No
1286,Walton,18,2.0,3,3/20/20,67926.0,2.944380649530371,2.0,Yes
1355,Walton,19,0.0,3,3/21/20,67926.0,0.0,-2.0,No
1424,Walton,20,0.0,3,3/22/20,67926.0,0.0,0.0,No
1493,Walton,21,6.0,4,3/23/20,67926.0,8.833141948591114,6.0,Yes
1562,Walton,22,1.0,4,3/24/20,67926.0,1.4721903247651855,-5.0,No
67,Washington,0,0.0,1,3/2/20,25243.0,0.0,0.0,No
136,Washington,1,0.0,1,3/3/20,25243.0,0.0,0.0,No
205,Washington,2,0.0,1,3/4/20,25243.0,0.0,0.0,No
274,Washington,3,0.0,1,3/5/20,25243.0,0.0,0.0,No
343,Washington,4,0.0,1,3/6/20,25243.0,0.0,0.0,No
412,Washington,5,0.0,1,3/7/20,25243.0,0.0,0.0,No
481,Washington,6,0.0,1,3/8/20,25243.0,0.0,0.0,No
550,Washington,7,0.0,2,3/9/20,25243.0,0.0,0.0,No
619,Washington,8,0.0,2,3/10/20,25243.0,0.0,0.0,No
688,Washington,9,0.0,2,3/11/20,25243.0,0.0,0.0,No
757,Washington,10,0.0,2,3/12/20,25243.0,0.0,0.0,No
826,Washington,11,0.0,2,3/13/20,25243.0,0.0,0.0,No
895,Washington,12,0.0,2,3/14/20,25243.0,0.0,0.0,No
964,Washington,13,0.0,2,3/15/20,25243.0,0.0,0.0,No
1033,Washington,14,0.0,3,3/16/20,25243.0,0.0,0.0,No
1102,Washington,15,0.0,3,3/17/20,25243.0,0.0,0.0,No
1171,Washington,16,0.0,3,3/18/20,25243.0,0.0,0.0,No
1240,Washington,17,0.0,3,3/19/20,25243.0,0.0,0.0,No
1309,Washington,18,0.0,3,3/20/20,25243.0,0.0,0.0,No
1378,Washington,19,0.0,3,3/21/20,25243.0,0.0,0.0,No
1447,Washington,20,0.0,3,3/22/20,25243.0,0.0,0.0,No
1516,Washington,21,0.0,4,3/23/20,25243.0,0.0,0.0,No
1585,Washington,22,0.0,4,3/24/20,25243.0,0.0,0.0,No
