,County,Day,Cases,Week,Date,Population,Rate,Change,Double,Increase,Total
351,Okeechobee,4,0.0,1,3/6/20,41492.0,0.0,0.0,No,,0.0
423,Okeechobee,5,0.0,1,3/7/20,41492.0,0.0,0.0,No,,0.0
495,Okeechobee,6,0.0,1,3/8/20,41492.0,0.0,0.0,No,,0.0
567,Okeechobee,7,0.0,2,3/9/20,41492.0,0.0,0.0,No,,0.0
639,Okeechobee,8,0.0,2,3/10/20,41492.0,0.0,0.0,No,,0.0
711,Okeechobee,9,0.0,2,3/11/20,41492.0,0.0,0.0,No,,0.0
783,Okeechobee,10,0.0,2,3/12/20,41492.0,0.0,0.0,No,,0.0
855,Okeechobee,11,0.0,2,3/13/20,41492.0,0.0,0.0,No,,0.0
927,Okeechobee,12,0.0,2,3/14/20,41492.0,0.0,0.0,No,,0.0
999,Okeechobee,13,0.0,2,3/15/20,41492.0,0.0,0.0,No,,0.0
1071,Okeechobee,14,0.0,3,3/16/20,41492.0,0.0,0.0,No,,0.0
1143,Okeechobee,15,0.0,3,3/17/20,41492.0,0.0,0.0,No,,0.0
1215,Okeechobee,16,0.0,3,3/18/20,41492.0,0.0,0.0,No,,0.0
1287,Okeechobee,17,0.0,3,3/19/20,41492.0,0.0,0.0,No,,0.0
1359,Okeechobee,18,0.0,3,3/20/20,41492.0,0.0,0.0,No,,0.0
1431,Okeechobee,19,0.0,3,3/21/20,41492.0,0.0,0.0,No,,0.0
31,Orange,0,0.0,1,3/2/20,1370447.0,0.0,0.0,No,,0.0
103,Orange,1,0.0,1,3/3/20,1370447.0,0.0,0.0,No,,0.0
175,Orange,2,0.0,1,3/4/20,1370447.0,0.0,0.0,No,,0.0
247,Orange,3,0.0,1,3/5/20,1370447.0,0.0,0.0,No,,0.0
319,Orange,4,0.0,1,3/6/20,1370447.0,0.0,0.0,No,,0.0
391,Orange,5,0.0,1,3/7/20,1370447.0,0.0,0.0,No,,0.0
463,Orange,6,0.0,1,3/8/20,1370447.0,0.0,0.0,No,,0.0
535,Orange,7,0.0,2,3/9/20,1370447.0,0.0,0.0,No,,0.0
607,Orange,8,0.0,2,3/10/20,1370447.0,0.0,0.0,No,,0.0
679,Orange,9,0.0,2,3/11/20,1370447.0,0.0,0.0,No,,0.0
751,Orange,10,3.0,2,3/12/20,1370447.0,0.21890667789414694,3.0,Yes,100.0,0.21890667789414694
823,Orange,11,0.0,2,3/13/20,1370447.0,0.0,-3.0,No,-0.0,0.21890667789414694
895,Orange,12,1.0,2,3/14/20,1370447.0,0.07296889263138231,1.0,Yes,100.0,0.07296889263138231
967,Orange,13,2.0,2,3/15/20,1370447.0,0.14593778526276463,1.0,Yes,200.0,0.21890667789414694
1039,Orange,14,2.0,3,3/16/20,1370447.0,0.14593778526276463,0.0,Yes,inf,0.29187557052552926
1111,Orange,15,5.0,3,3/17/20,1370447.0,0.3648444631569116,3.0,Yes,166.66666666666669,0.5107822484196762
1183,Orange,16,5.0,3,3/18/20,1370447.0,0.3648444631569116,0.0,Yes,inf,0.7296889263138232
1255,Orange,17,5.0,3,3/19/20,1370447.0,0.3648444631569116,0.0,Yes,inf,0.7296889263138232
1327,Orange,18,6.0,3,3/20/20,1370447.0,0.4378133557882939,1.0,Yes,600.0,0.8026578189452055
1399,Orange,19,4.0,3,3/21/20,1370447.0,0.29187557052552926,-2.0,No,-200.0,0.7296889263138231
32,Osceola,0,0.0,1,3/2/20,360426.0,0.0,0.0,No,,0.0
104,Osceola,1,0.0,1,3/3/20,360426.0,0.0,0.0,No,,0.0
176,Osceola,2,0.0,1,3/4/20,360426.0,0.0,0.0,No,,0.0
248,Osceola,3,0.0,1,3/5/20,360426.0,0.0,0.0,No,,0.0
320,Osceola,4,0.0,1,3/6/20,360426.0,0.0,0.0,No,,0.0
392,Osceola,5,0.0,1,3/7/20,360426.0,0.0,0.0,No,,0.0
464,Osceola,6,0.0,1,3/8/20,360426.0,0.0,0.0,No,,0.0
536,Osceola,7,0.0,2,3/9/20,360426.0,0.0,0.0,No,,0.0
608,Osceola,8,0.0,2,3/10/20,360426.0,0.0,0.0,No,,0.0
680,Osceola,9,0.0,2,3/11/20,360426.0,0.0,0.0,No,,0.0
752,Osceola,10,3.0,2,3/12/20,360426.0,0.8323483877411729,3.0,Yes,100.0,0.8323483877411729
824,Osceola,11,1.0,2,3/13/20,360426.0,0.277449462580391,-2.0,No,-50.0,1.109797850321564
896,Osceola,12,0.0,2,3/14/20,360426.0,0.0,-1.0,No,-0.0,0.277449462580391
968,Osceola,13,1.0,2,3/15/20,360426.0,0.277449462580391,1.0,Yes,100.0,0.277449462580391
1040,Osceola,14,3.0,3,3/16/20,360426.0,0.8323483877411729,2.0,Yes,150.0,1.109797850321564
1112,Osceola,15,2.0,3,3/17/20,360426.0,0.554898925160782,-1.0,No,-200.0,1.387247312901955
1184,Osceola,16,4.0,3,3/18/20,360426.0,1.109797850321564,2.0,Yes,200.0,1.664696775482346
1256,Osceola,17,0.0,3,3/19/20,360426.0,0.0,-4.0,No,-0.0,1.109797850321564
1328,Osceola,18,8.0,3,3/20/20,360426.0,2.219595700643128,8.0,Yes,100.0,2.219595700643128
1400,Osceola,19,2.0,3,3/21/20,360426.0,0.554898925160782,-6.0,No,-33.33333333333333,2.77449462580391
33,Palm Beach,0,0.0,1,3/2/20,1442281.0,0.0,0.0,No,,0.0
105,Palm Beach,1,0.0,1,3/3/20,1442281.0,0.0,0.0,No,,0.0
177,Palm Beach,2,1.0,1,3/4/20,1442281.0,0.0693346164859691,1.0,Yes,100.0,0.0693346164859691
249,Palm Beach,3,0.0,1,3/5/20,1442281.0,0.0,-1.0,No,-0.0,0.0693346164859691
321,Palm Beach,4,0.0,1,3/6/20,1442281.0,0.0,0.0,No,,0.0
393,Palm Beach,5,0.0,1,3/7/20,1442281.0,0.0,0.0,No,,0.0
465,Palm Beach,6,0.0,1,3/8/20,1442281.0,0.0,0.0,No,,0.0
537,Palm Beach,7,0.0,2,3/9/20,1442281.0,0.0,0.0,No,,0.0
609,Palm Beach,8,0.0,2,3/10/20,1442281.0,0.0,0.0,No,,0.0
681,Palm Beach,9,0.0,2,3/11/20,1442281.0,0.0,0.0,No,,0.0
753,Palm Beach,10,2.0,2,3/12/20,1442281.0,0.1386692329719382,2.0,Yes,100.0,0.1386692329719382
825,Palm Beach,11,3.0,2,3/13/20,1442281.0,0.20800384945790729,1.0,Yes,300.0,0.3466730824298455
897,Palm Beach,12,0.0,2,3/14/20,1442281.0,0.0,-3.0,No,-0.0,0.20800384945790729
969,Palm Beach,13,4.0,2,3/15/20,1442281.0,0.2773384659438764,4.0,Yes,100.0,0.2773384659438764
1041,Palm Beach,14,3.0,3,3/16/20,1442281.0,0.20800384945790729,-1.0,No,-300.0,0.4853423154017837
1113,Palm Beach,15,10.0,3,3/17/20,1442281.0,0.693346164859691,7.0,Yes,142.85714285714286,0.9013500143175983
1185,Palm Beach,16,6.0,3,3/18/20,1442281.0,0.41600769891581457,-4.0,No,-150.0,1.1093538637755056
1257,Palm Beach,17,16.0,3,3/19/20,1442281.0,1.1093538637755056,10.0,Yes,160.0,1.5253615626913202
1329,Palm Beach,18,14.0,3,3/20/20,1442281.0,0.9706846308035674,-2.0,No,-700.0,2.080038494579073
1401,Palm Beach,19,13.0,3,3/21/20,1442281.0,0.9013500143175982,-1.0,No,-1300.0,1.8720346451211656
34,Pasco,0,0.0,1,3/2/20,518639.0,0.0,0.0,No,,0.0
106,Pasco,1,0.0,1,3/3/20,518639.0,0.0,0.0,No,,0.0
178,Pasco,2,0.0,1,3/4/20,518639.0,0.0,0.0,No,,0.0
250,Pasco,3,0.0,1,3/5/20,518639.0,0.0,0.0,No,,0.0
322,Pasco,4,0.0,1,3/6/20,518639.0,0.0,0.0,No,,0.0
394,Pasco,5,0.0,1,3/7/20,518639.0,0.0,0.0,No,,0.0
466,Pasco,6,0.0,1,3/8/20,518639.0,0.0,0.0,No,,0.0
538,Pasco,7,0.0,2,3/9/20,518639.0,0.0,0.0,No,,0.0
610,Pasco,8,1.0,2,3/10/20,518639.0,0.1928123415323568,1.0,Yes,100.0,0.1928123415323568
682,Pasco,9,0.0,2,3/11/20,518639.0,0.0,-1.0,No,-0.0,0.1928123415323568
754,Pasco,10,0.0,2,3/12/20,518639.0,0.0,0.0,No,,0.0
826,Pasco,11,1.0,2,3/13/20,518639.0,0.1928123415323568,1.0,Yes,100.0,0.1928123415323568
898,Pasco,12,0.0,2,3/14/20,518639.0,0.0,-1.0,No,-0.0,0.1928123415323568
970,Pasco,13,0.0,2,3/15/20,518639.0,0.0,0.0,No,,0.0
1042,Pasco,14,0.0,3,3/16/20,518639.0,0.0,0.0,No,,0.0
1114,Pasco,15,1.0,3,3/17/20,518639.0,0.1928123415323568,1.0,Yes,100.0,0.1928123415323568
1186,Pasco,16,2.0,3,3/18/20,518639.0,0.3856246830647136,1.0,Yes,200.0,0.5784370245970704
1258,Pasco,17,3.0,3,3/19/20,518639.0,0.5784370245970705,1.0,Yes,300.0,0.9640617076617841
1330,Pasco,18,0.0,3,3/20/20,518639.0,0.0,-3.0,No,-0.0,0.5784370245970705
1402,Pasco,19,3.0,3,3/21/20,518639.0,0.5784370245970705,3.0,Yes,100.0,0.5784370245970705
35,Pinellas,0,0.0,1,3/2/20,971022.0,0.0,0.0,No,,0.0
107,Pinellas,1,0.0,1,3/3/20,971022.0,0.0,0.0,No,,0.0
179,Pinellas,2,0.0,1,3/4/20,971022.0,0.0,0.0,No,,0.0
251,Pinellas,3,0.0,1,3/5/20,971022.0,0.0,0.0,No,,0.0
323,Pinellas,4,0.0,1,3/6/20,971022.0,0.0,0.0,No,,0.0
395,Pinellas,5,0.0,1,3/7/20,971022.0,0.0,0.0,No,,0.0
467,Pinellas,6,0.0,1,3/8/20,971022.0,0.0,0.0,No,,0.0
539,Pinellas,7,0.0,2,3/9/20,971022.0,0.0,0.0,No,,0.0
611,Pinellas,8,2.0,2,3/10/20,971022.0,0.20596855684011278,2.0,Yes,100.0,0.20596855684011278
683,Pinellas,9,0.0,2,3/11/20,971022.0,0.0,-2.0,No,-0.0,0.20596855684011278
755,Pinellas,10,0.0,2,3/12/20,971022.0,0.0,0.0,No,,0.0
827,Pinellas,11,0.0,2,3/13/20,971022.0,0.0,0.0,No,,0.0
899,Pinellas,12,0.0,2,3/14/20,971022.0,0.0,0.0,No,,0.0
971,Pinellas,13,2.0,2,3/15/20,971022.0,0.20596855684011278,2.0,Yes,100.0,0.20596855684011278
1043,Pinellas,14,1.0,3,3/16/20,971022.0,0.10298427842005639,-1.0,No,-100.0,0.30895283526016915
1115,Pinellas,15,8.0,3,3/17/20,971022.0,0.8238742273604511,7.0,Yes,114.28571428571428,0.9268585057805075
1187,Pinellas,16,4.0,3,3/18/20,971022.0,0.41193711368022556,-4.0,No,-100.0,1.2358113410406766
1259,Pinellas,17,5.0,3,3/19/20,971022.0,0.514921392100282,1.0,Yes,500.0,0.9268585057805075
1331,Pinellas,18,7.0,3,3/20/20,971022.0,0.7208899489403947,2.0,Yes,350.0,1.2358113410406766
1403,Pinellas,19,9.0,3,3/21/20,971022.0,0.9268585057805075,2.0,Yes,450.0,1.6477484547209023
36,Polk,0,0.0,1,3/2/20,681691.0,0.0,0.0,No,,0.0
108,Polk,1,0.0,1,3/3/20,681691.0,0.0,0.0,No,,0.0
180,Polk,2,0.0,1,3/4/20,681691.0,0.0,0.0,No,,0.0
252,Polk,3,0.0,1,3/5/20,681691.0,0.0,0.0,No,,0.0
324,Polk,4,0.0,1,3/6/20,681691.0,0.0,0.0,No,,0.0
396,Polk,5,0.0,1,3/7/20,681691.0,0.0,0.0,No,,0.0
468,Polk,6,0.0,1,3/8/20,681691.0,0.0,0.0,No,,0.0
540,Polk,7,0.0,2,3/9/20,681691.0,0.0,0.0,No,,0.0
612,Polk,8,0.0,2,3/10/20,681691.0,0.0,0.0,No,,0.0
684,Polk,9,0.0,2,3/11/20,681691.0,0.0,0.0,No,,0.0
756,Polk,10,0.0,2,3/12/20,681691.0,0.0,0.0,No,,0.0
828,Polk,11,0.0,2,3/13/20,681691.0,0.0,0.0,No,,0.0
900,Polk,12,0.0,2,3/14/20,681691.0,0.0,0.0,No,,0.0
972,Polk,13,0.0,2,3/15/20,681691.0,0.0,0.0,No,,0.0
1044,Polk,14,1.0,3,3/16/20,681691.0,0.1466940299930614,1.0,Yes,100.0,0.1466940299930614
1116,Polk,15,1.0,3,3/17/20,681691.0,0.1466940299930614,0.0,Yes,inf,0.2933880599861228
1188,Polk,16,2.0,3,3/18/20,681691.0,0.2933880599861228,1.0,Yes,200.0,0.4400820899791842
1260,Polk,17,6.0,3,3/19/20,681691.0,0.8801641799583683,4.0,Yes,150.0,1.173552239944491
1332,Polk,18,1.0,3,3/20/20,681691.0,0.1466940299930614,-5.0,No,-20.0,1.0268582099514296
1404,Polk,19,0.0,3,3/21/20,681691.0,0.0,-1.0,No,-0.0,0.1466940299930614
37,Putnam,0,0.0,1,3/2/20,73422.0,0.0,0.0,No,,0.0
109,Putnam,1,0.0,1,3/3/20,73422.0,0.0,0.0,No,,0.0
181,Putnam,2,0.0,1,3/4/20,73422.0,0.0,0.0,No,,0.0
253,Putnam,3,0.0,1,3/5/20,73422.0,0.0,0.0,No,,0.0
325,Putnam,4,0.0,1,3/6/20,73422.0,0.0,0.0,No,,0.0
397,Putnam,5,0.0,1,3/7/20,73422.0,0.0,0.0,No,,0.0
469,Putnam,6,0.0,1,3/8/20,73422.0,0.0,0.0,No,,0.0
541,Putnam,7,0.0,2,3/9/20,73422.0,0.0,0.0,No,,0.0
613,Putnam,8,0.0,2,3/10/20,73422.0,0.0,0.0,No,,0.0
685,Putnam,9,0.0,2,3/11/20,73422.0,0.0,0.0,No,,0.0
757,Putnam,10,0.0,2,3/12/20,73422.0,0.0,0.0,No,,0.0
829,Putnam,11,0.0,2,3/13/20,73422.0,0.0,0.0,No,,0.0
901,Putnam,12,0.0,2,3/14/20,73422.0,0.0,0.0,No,,0.0
973,Putnam,13,0.0,2,3/15/20,73422.0,0.0,0.0,No,,0.0
1045,Putnam,14,0.0,3,3/16/20,73422.0,0.0,0.0,No,,0.0
1117,Putnam,15,0.0,3,3/17/20,73422.0,0.0,0.0,No,,0.0
1189,Putnam,16,0.0,3,3/18/20,73422.0,0.0,0.0,No,,0.0
1261,Putnam,17,1.0,3,3/19/20,73422.0,1.3619895943994988,1.0,Yes,100.0,1.3619895943994988
1333,Putnam,18,0.0,3,3/20/20,73422.0,0.0,-1.0,No,-0.0,1.3619895943994988
1405,Putnam,19,1.0,3,3/21/20,73422.0,1.3619895943994988,1.0,Yes,100.0,1.3619895943994988
64,Saint Johns,0,0.0,1,3/2/20,241545.0,0.0,0.0,No,,0.0
136,Saint Johns,1,0.0,1,3/3/20,241545.0,0.0,0.0,No,,0.0
208,Saint Johns,2,0.0,1,3/4/20,241545.0,0.0,0.0,No,,0.0
280,Saint Johns,3,0.0,1,3/5/20,241545.0,0.0,0.0,No,,0.0
352,Saint Johns,4,0.0,1,3/6/20,241545.0,0.0,0.0,No,,0.0
424,Saint Johns,5,0.0,1,3/7/20,241545.0,0.0,0.0,No,,0.0
496,Saint Johns,6,0.0,1,3/8/20,241545.0,0.0,0.0,No,,0.0
568,Saint Johns,7,0.0,2,3/9/20,241545.0,0.0,0.0,No,,0.0
640,Saint Johns,8,0.0,2,3/10/20,241545.0,0.0,0.0,No,,0.0
712,Saint Johns,9,0.0,2,3/11/20,241545.0,0.0,0.0,No,,0.0
784,Saint Johns,10,0.0,2,3/12/20,241545.0,0.0,0.0,No,,0.0
856,Saint Johns,11,0.0,2,3/13/20,241545.0,0.0,0.0,No,,0.0
928,Saint Johns,12,0.0,2,3/14/20,241545.0,0.0,0.0,No,,0.0
1000,Saint Johns,13,0.0,2,3/15/20,241545.0,0.0,0.0,No,,0.0
1072,Saint Johns,14,0.0,3,3/16/20,241545.0,0.0,0.0,No,,0.0
1144,Saint Johns,15,0.0,3,3/17/20,241545.0,0.0,0.0,No,,0.0
1216,Saint Johns,16,0.0,3,3/18/20,241545.0,0.0,0.0,No,,0.0
1288,Saint Johns,17,0.0,3,3/19/20,241545.0,0.0,0.0,No,,0.0
1360,Saint Johns,18,0.0,3,3/20/20,241545.0,0.0,0.0,No,,0.0
1432,Saint Johns,19,0.0,3,3/21/20,241545.0,0.0,0.0,No,,0.0
65,Saint Lucie,0,0.0,1,3/2/20,304743.0,0.0,0.0,No,,0.0
137,Saint Lucie,1,0.0,1,3/3/20,304743.0,0.0,0.0,No,,0.0
209,Saint Lucie,2,0.0,1,3/4/20,304743.0,0.0,0.0,No,,0.0
281,Saint Lucie,3,0.0,1,3/5/20,304743.0,0.0,0.0,No,,0.0
353,Saint Lucie,4,0.0,1,3/6/20,304743.0,0.0,0.0,No,,0.0
425,Saint Lucie,5,0.0,1,3/7/20,304743.0,0.0,0.0,No,,0.0
497,Saint Lucie,6,0.0,1,3/8/20,304743.0,0.0,0.0,No,,0.0
569,Saint Lucie,7,0.0,2,3/9/20,304743.0,0.0,0.0,No,,0.0
641,Saint Lucie,8,0.0,2,3/10/20,304743.0,0.0,0.0,No,,0.0
713,Saint Lucie,9,0.0,2,3/11/20,304743.0,0.0,0.0,No,,0.0
785,Saint Lucie,10,0.0,2,3/12/20,304743.0,0.0,0.0,No,,0.0
857,Saint Lucie,11,0.0,2,3/13/20,304743.0,0.0,0.0,No,,0.0
929,Saint Lucie,12,0.0,2,3/14/20,304743.0,0.0,0.0,No,,0.0
1001,Saint Lucie,13,0.0,2,3/15/20,304743.0,0.0,0.0,No,,0.0
1073,Saint Lucie,14,0.0,3,3/16/20,304743.0,0.0,0.0,No,,0.0
1145,Saint Lucie,15,0.0,3,3/17/20,304743.0,0.0,0.0,No,,0.0
1217,Saint Lucie,16,0.0,3,3/18/20,304743.0,0.0,0.0,No,,0.0
1289,Saint Lucie,17,0.0,3,3/19/20,304743.0,0.0,0.0,No,,0.0
1361,Saint Lucie,18,0.0,3,3/20/20,304743.0,0.0,0.0,No,,0.0
1433,Saint Lucie,19,0.0,3,3/21/20,304743.0,0.0,0.0,No,,0.0
38,Santa Rosa,0,0.0,1,3/2/20,175552.0,0.0,0.0,No,,0.0
110,Santa Rosa,1,0.0,1,3/3/20,175552.0,0.0,0.0,No,,0.0
182,Santa Rosa,2,0.0,1,3/4/20,175552.0,0.0,0.0,No,,0.0
254,Santa Rosa,3,1.0,1,3/5/20,175552.0,0.5696317900109369,1.0,Yes,100.0,0.5696317900109369
326,Santa Rosa,4,0.0,1,3/6/20,175552.0,0.0,-1.0,No,-0.0,0.5696317900109369
398,Santa Rosa,5,0.0,1,3/7/20,175552.0,0.0,0.0,No,,0.0
470,Santa Rosa,6,0.0,1,3/8/20,175552.0,0.0,0.0,No,,0.0
542,Santa Rosa,7,0.0,2,3/9/20,175552.0,0.0,0.0,No,,0.0
614,Santa Rosa,8,0.0,2,3/10/20,175552.0,0.0,0.0,No,,0.0
686,Santa Rosa,9,0.0,2,3/11/20,175552.0,0.0,0.0,No,,0.0
758,Santa Rosa,10,0.0,2,3/12/20,175552.0,0.0,0.0,No,,0.0
830,Santa Rosa,11,0.0,2,3/13/20,175552.0,0.0,0.0,No,,0.0
902,Santa Rosa,12,0.0,2,3/14/20,175552.0,0.0,0.0,No,,0.0
974,Santa Rosa,13,0.0,2,3/15/20,175552.0,0.0,0.0,No,,0.0
1046,Santa Rosa,14,0.0,3,3/16/20,175552.0,0.0,0.0,No,,0.0
1118,Santa Rosa,15,1.0,3,3/17/20,175552.0,0.5696317900109369,1.0,Yes,100.0,0.5696317900109369
1190,Santa Rosa,16,0.0,3,3/18/20,175552.0,0.0,-1.0,No,-0.0,0.5696317900109369
1262,Santa Rosa,17,1.0,3,3/19/20,175552.0,0.5696317900109369,1.0,Yes,100.0,0.5696317900109369
1334,Santa Rosa,18,0.0,3,3/20/20,175552.0,0.0,-1.0,No,-0.0,0.5696317900109369
1406,Santa Rosa,19,1.0,3,3/21/20,175552.0,0.5696317900109369,1.0,Yes,100.0,0.5696317900109369
39,Sarasota,0,0.0,1,3/2/20,415896.0,0.0,0.0,No,,0.0
111,Sarasota,1,0.0,1,3/3/20,415896.0,0.0,0.0,No,,0.0
183,Sarasota,2,0.0,1,3/4/20,415896.0,0.0,0.0,No,,0.0
255,Sarasota,3,0.0,1,3/5/20,415896.0,0.0,0.0,No,,0.0
327,Sarasota,4,0.0,1,3/6/20,415896.0,0.0,0.0,No,,0.0
399,Sarasota,5,0.0,1,3/7/20,415896.0,0.0,0.0,No,,0.0
471,Sarasota,6,0.0,1,3/8/20,415896.0,0.0,0.0,No,,0.0
543,Sarasota,7,0.0,2,3/9/20,415896.0,0.0,0.0,No,,0.0
615,Sarasota,8,0.0,2,3/10/20,415896.0,0.0,0.0,No,,0.0
687,Sarasota,9,0.0,2,3/11/20,415896.0,0.0,0.0,No,,0.0
759,Sarasota,10,2.0,2,3/12/20,415896.0,0.4808894531325139,2.0,Yes,100.0,0.4808894531325139
831,Sarasota,11,0.0,2,3/13/20,415896.0,0.0,-2.0,No,-0.0,0.4808894531325139
903,Sarasota,12,0.0,2,3/14/20,415896.0,0.0,0.0,No,,0.0
975,Sarasota,13,2.0,2,3/15/20,415896.0,0.4808894531325139,2.0,Yes,100.0,0.4808894531325139
1047,Sarasota,14,0.0,3,3/16/20,415896.0,0.0,-2.0,No,-0.0,0.4808894531325139
1119,Sarasota,15,0.0,3,3/17/20,415896.0,0.0,0.0,No,,0.0
1191,Sarasota,16,2.0,3,3/18/20,415896.0,0.4808894531325139,2.0,Yes,100.0,0.4808894531325139
1263,Sarasota,17,2.0,3,3/19/20,415896.0,0.4808894531325139,0.0,Yes,inf,0.9617789062650278
1335,Sarasota,18,7.0,3,3/20/20,415896.0,1.6831130859637988,5.0,Yes,140.0,2.164002539096313
1407,Sarasota,19,2.0,3,3/21/20,415896.0,0.4808894531325139,-5.0,No,-40.0,2.164002539096313
40,Seminole,0,0.0,1,3/2/20,463627.0,0.0,0.0,No,,0.0
112,Seminole,1,0.0,1,3/3/20,463627.0,0.0,0.0,No,,0.0
184,Seminole,2,0.0,1,3/4/20,463627.0,0.0,0.0,No,,0.0
256,Seminole,3,0.0,1,3/5/20,463627.0,0.0,0.0,No,,0.0
328,Seminole,4,0.0,1,3/6/20,463627.0,0.0,0.0,No,,0.0
400,Seminole,5,0.0,1,3/7/20,463627.0,0.0,0.0,No,,0.0
472,Seminole,6,0.0,1,3/8/20,463627.0,0.0,0.0,No,,0.0
544,Seminole,7,0.0,2,3/9/20,463627.0,0.0,0.0,No,,0.0
616,Seminole,8,0.0,2,3/10/20,463627.0,0.0,0.0,No,,0.0
688,Seminole,9,1.0,2,3/11/20,463627.0,0.21569063061469673,1.0,Yes,100.0,0.21569063061469673
760,Seminole,10,0.0,2,3/12/20,463627.0,0.0,-1.0,No,-0.0,0.21569063061469673
832,Seminole,11,3.0,2,3/13/20,463627.0,0.6470718918440902,3.0,Yes,100.0,0.6470718918440902
904,Seminole,12,0.0,2,3/14/20,463627.0,0.0,-3.0,No,-0.0,0.6470718918440902
976,Seminole,13,0.0,2,3/15/20,463627.0,0.0,0.0,No,,0.0
1048,Seminole,14,2.0,3,3/16/20,463627.0,0.43138126122939346,2.0,Yes,100.0,0.43138126122939346
1120,Seminole,15,2.0,3,3/17/20,463627.0,0.43138126122939346,0.0,Yes,inf,0.8627625224587869
1192,Seminole,16,0.0,3,3/18/20,463627.0,0.0,-2.0,No,-0.0,0.43138126122939346
1264,Seminole,17,3.0,3,3/19/20,463627.0,0.6470718918440902,3.0,Yes,100.0,0.6470718918440902
1336,Seminole,18,5.0,3,3/20/20,463627.0,1.0784531530734838,2.0,Yes,250.0,1.7255250449175739
1408,Seminole,19,3.0,3,3/21/20,463627.0,0.6470718918440902,-2.0,No,-150.0,1.7255250449175739
41,St. Johns,0,0.0,1,3/2/20,,,0.0,No,,0.0
113,St. Johns,1,0.0,1,3/3/20,,,0.0,No,,
185,St. Johns,2,0.0,1,3/4/20,,,0.0,No,,
257,St. Johns,3,0.0,1,3/5/20,,,0.0,No,,
329,St. Johns,4,0.0,1,3/6/20,,,0.0,No,,
401,St. Johns,5,0.0,1,3/7/20,,,0.0,No,,
473,St. Johns,6,0.0,1,3/8/20,,,0.0,No,,
545,St. Johns,7,0.0,2,3/9/20,,,0.0,No,,
617,St. Johns,8,0.0,2,3/10/20,,,0.0,No,,
689,St. Johns,9,1.0,2,3/11/20,,,1.0,Yes,100.0,
761,St. Johns,10,0.0,2,3/12/20,,,-1.0,No,-0.0,
833,St. Johns,11,1.0,2,3/13/20,,,1.0,Yes,100.0,
905,St. Johns,12,0.0,2,3/14/20,,,-1.0,No,-0.0,
977,St. Johns,13,1.0,2,3/15/20,,,1.0,Yes,100.0,
1049,St. Johns,14,0.0,3,3/16/20,,,-1.0,No,-0.0,
1121,St. Johns,15,1.0,3,3/17/20,,,1.0,Yes,100.0,
1193,St. Johns,16,0.0,3,3/18/20,,,-1.0,No,-0.0,
1265,St. Johns,17,4.0,3,3/19/20,,,4.0,Yes,100.0,
1337,St. Johns,18,2.0,3,3/20/20,,,-2.0,No,-100.0,
1409,St. Johns,19,6.0,3,3/21/20,,,4.0,Yes,150.0,
42,St. Lucie,0,0.0,1,3/2/20,,,0.0,No,,0.0
114,St. Lucie,1,0.0,1,3/3/20,,,0.0,No,,
186,St. Lucie,2,0.0,1,3/4/20,,,0.0,No,,
258,St. Lucie,3,0.0,1,3/5/20,,,0.0,No,,
330,St. Lucie,4,0.0,1,3/6/20,,,0.0,No,,
402,St. Lucie,5,0.0,1,3/7/20,,,0.0,No,,
474,St. Lucie,6,0.0,1,3/8/20,,,0.0,No,,
546,St. Lucie,7,0.0,2,3/9/20,,,0.0,No,,
618,St. Lucie,8,0.0,2,3/10/20,,,0.0,No,,
690,St. Lucie,9,0.0,2,3/11/20,,,0.0,No,,
762,St. Lucie,10,0.0,2,3/12/20,,,0.0,No,,
834,St. Lucie,11,0.0,2,3/13/20,,,0.0,No,,
906,St. Lucie,12,0.0,2,3/14/20,,,0.0,No,,
978,St. Lucie,13,0.0,2,3/15/20,,,0.0,No,,
1050,St. Lucie,14,0.0,3,3/16/20,,,0.0,No,,
1122,St. Lucie,15,0.0,3,3/17/20,,,0.0,No,,
1194,St. Lucie,16,0.0,3,3/18/20,,,0.0,No,,
1266,St. Lucie,17,0.0,3,3/19/20,,,0.0,No,,
1338,St. Lucie,18,1.0,3,3/20/20,,,1.0,Yes,100.0,
1410,St. Lucie,19,2.0,3,3/21/20,,,1.0,Yes,200.0,
43,Sumter,0,0.0,1,3/2/20,125779.0,0.0,0.0,No,,0.0
115,Sumter,1,0.0,1,3/3/20,125779.0,0.0,0.0,No,,0.0
187,Sumter,2,0.0,1,3/4/20,125779.0,0.0,0.0,No,,0.0
259,Sumter,3,0.0,1,3/5/20,125779.0,0.0,0.0,No,,0.0
331,Sumter,4,0.0,1,3/6/20,125779.0,0.0,0.0,No,,0.0
403,Sumter,5,0.0,1,3/7/20,125779.0,0.0,0.0,No,,0.0
475,Sumter,6,0.0,1,3/8/20,125779.0,0.0,0.0,No,,0.0
547,Sumter,7,0.0,2,3/9/20,125779.0,0.0,0.0,No,,0.0
619,Sumter,8,0.0,2,3/10/20,125779.0,0.0,0.0,No,,0.0
691,Sumter,9,0.0,2,3/11/20,125779.0,0.0,0.0,No,,0.0
763,Sumter,10,0.0,2,3/12/20,125779.0,0.0,0.0,No,,0.0
835,Sumter,11,0.0,2,3/13/20,125779.0,0.0,0.0,No,,0.0
907,Sumter,12,0.0,2,3/14/20,125779.0,0.0,0.0,No,,0.0
979,Sumter,13,0.0,2,3/15/20,125779.0,0.0,0.0,No,,0.0
