,County,Day,Cases,Week,Date,Population,Rate,Change,Double,Increase,Total
453,Jackson,6,0.0,1,3/8/20,50689.0,0.0,0.0,No,,0.0
525,Jackson,7,0.0,2,3/9/20,50689.0,0.0,0.0,No,,0.0
597,Jackson,8,0.0,2,3/10/20,50689.0,0.0,0.0,No,,0.0
669,Jackson,9,0.0,2,3/11/20,50689.0,0.0,0.0,No,,0.0
741,Jackson,10,0.0,2,3/12/20,50689.0,0.0,0.0,No,,0.0
813,Jackson,11,0.0,2,3/13/20,50689.0,0.0,0.0,No,,0.0
885,Jackson,12,0.0,2,3/14/20,50689.0,0.0,0.0,No,,0.0
957,Jackson,13,0.0,2,3/15/20,50689.0,0.0,0.0,No,,0.0
1029,Jackson,14,0.0,3,3/16/20,50689.0,0.0,0.0,No,,0.0
1101,Jackson,15,0.0,3,3/17/20,50689.0,0.0,0.0,No,,0.0
1173,Jackson,16,1.0,3,3/18/20,50689.0,1.972814614610665,1.0,Yes,100.0,1.972814614610665
1245,Jackson,17,0.0,3,3/19/20,50689.0,0.0,-1.0,No,-0.0,1.972814614610665
1317,Jackson,18,0.0,3,3/20/20,50689.0,0.0,0.0,No,,0.0
1389,Jackson,19,0.0,3,3/21/20,50689.0,0.0,0.0,No,,0.0
58,Jefferson,0,0.0,1,3/2/20,14725.0,0.0,0.0,No,,0.0
130,Jefferson,1,0.0,1,3/3/20,14725.0,0.0,0.0,No,,0.0
202,Jefferson,2,0.0,1,3/4/20,14725.0,0.0,0.0,No,,0.0
274,Jefferson,3,0.0,1,3/5/20,14725.0,0.0,0.0,No,,0.0
346,Jefferson,4,0.0,1,3/6/20,14725.0,0.0,0.0,No,,0.0
418,Jefferson,5,0.0,1,3/7/20,14725.0,0.0,0.0,No,,0.0
490,Jefferson,6,0.0,1,3/8/20,14725.0,0.0,0.0,No,,0.0
562,Jefferson,7,0.0,2,3/9/20,14725.0,0.0,0.0,No,,0.0
634,Jefferson,8,0.0,2,3/10/20,14725.0,0.0,0.0,No,,0.0
706,Jefferson,9,0.0,2,3/11/20,14725.0,0.0,0.0,No,,0.0
778,Jefferson,10,0.0,2,3/12/20,14725.0,0.0,0.0,No,,0.0
850,Jefferson,11,0.0,2,3/13/20,14725.0,0.0,0.0,No,,0.0
922,Jefferson,12,0.0,2,3/14/20,14725.0,0.0,0.0,No,,0.0
994,Jefferson,13,0.0,2,3/15/20,14725.0,0.0,0.0,No,,0.0
1066,Jefferson,14,0.0,3,3/16/20,14725.0,0.0,0.0,No,,0.0
1138,Jefferson,15,0.0,3,3/17/20,14725.0,0.0,0.0,No,,0.0
1210,Jefferson,16,0.0,3,3/18/20,14725.0,0.0,0.0,No,,0.0
1282,Jefferson,17,0.0,3,3/19/20,14725.0,0.0,0.0,No,,0.0
1354,Jefferson,18,0.0,3,3/20/20,14725.0,0.0,0.0,No,,0.0
1426,Jefferson,19,0.0,3,3/21/20,14725.0,0.0,0.0,No,,0.0
59,Lafayette,0,0.0,1,3/2/20,8367.0,0.0,0.0,No,,0.0
131,Lafayette,1,0.0,1,3/3/20,8367.0,0.0,0.0,No,,0.0
203,Lafayette,2,0.0,1,3/4/20,8367.0,0.0,0.0,No,,0.0
275,Lafayette,3,0.0,1,3/5/20,8367.0,0.0,0.0,No,,0.0
347,Lafayette,4,0.0,1,3/6/20,8367.0,0.0,0.0,No,,0.0
419,Lafayette,5,0.0,1,3/7/20,8367.0,0.0,0.0,No,,0.0
491,Lafayette,6,0.0,1,3/8/20,8367.0,0.0,0.0,No,,0.0
563,Lafayette,7,0.0,2,3/9/20,8367.0,0.0,0.0,No,,0.0
635,Lafayette,8,0.0,2,3/10/20,8367.0,0.0,0.0,No,,0.0
707,Lafayette,9,0.0,2,3/11/20,8367.0,0.0,0.0,No,,0.0
779,Lafayette,10,0.0,2,3/12/20,8367.0,0.0,0.0,No,,0.0
851,Lafayette,11,0.0,2,3/13/20,8367.0,0.0,0.0,No,,0.0
923,Lafayette,12,0.0,2,3/14/20,8367.0,0.0,0.0,No,,0.0
995,Lafayette,13,0.0,2,3/15/20,8367.0,0.0,0.0,No,,0.0
1067,Lafayette,14,0.0,3,3/16/20,8367.0,0.0,0.0,No,,0.0
1139,Lafayette,15,0.0,3,3/17/20,8367.0,0.0,0.0,No,,0.0
1211,Lafayette,16,0.0,3,3/18/20,8367.0,0.0,0.0,No,,0.0
1283,Lafayette,17,0.0,3,3/19/20,8367.0,0.0,0.0,No,,0.0
1355,Lafayette,18,0.0,3,3/20/20,8367.0,0.0,0.0,No,,0.0
1427,Lafayette,19,0.0,3,3/21/20,8367.0,0.0,0.0,No,,0.0
22,Lake,0,0.0,1,3/2/20,342356.0,0.0,0.0,No,,0.0
94,Lake,1,0.0,1,3/3/20,342356.0,0.0,0.0,No,,0.0
166,Lake,2,0.0,1,3/4/20,342356.0,0.0,0.0,No,,0.0
238,Lake,3,0.0,1,3/5/20,342356.0,0.0,0.0,No,,0.0
310,Lake,4,0.0,1,3/6/20,342356.0,0.0,0.0,No,,0.0
382,Lake,5,0.0,1,3/7/20,342356.0,0.0,0.0,No,,0.0
454,Lake,6,0.0,1,3/8/20,342356.0,0.0,0.0,No,,0.0
526,Lake,7,0.0,2,3/9/20,342356.0,0.0,0.0,No,,0.0
598,Lake,8,0.0,2,3/10/20,342356.0,0.0,0.0,No,,0.0
670,Lake,9,0.0,2,3/11/20,342356.0,0.0,0.0,No,,0.0
742,Lake,10,1.0,2,3/12/20,342356.0,0.29209361016018415,1.0,Yes,100.0,0.29209361016018415
814,Lake,11,0.0,2,3/13/20,342356.0,0.0,-1.0,No,-0.0,0.29209361016018415
886,Lake,12,0.0,2,3/14/20,342356.0,0.0,0.0,No,,0.0
958,Lake,13,0.0,2,3/15/20,342356.0,0.0,0.0,No,,0.0
1030,Lake,14,1.0,3,3/16/20,342356.0,0.29209361016018415,1.0,Yes,100.0,0.29209361016018415
1102,Lake,15,0.0,3,3/17/20,342356.0,0.0,-1.0,No,-0.0,0.29209361016018415
1174,Lake,16,1.0,3,3/18/20,342356.0,0.29209361016018415,1.0,Yes,100.0,0.29209361016018415
1246,Lake,17,0.0,3,3/19/20,342356.0,0.0,-1.0,No,-0.0,0.29209361016018415
1318,Lake,18,2.0,3,3/20/20,342356.0,0.5841872203203683,2.0,Yes,100.0,0.5841872203203683
1390,Lake,19,1.0,3,3/21/20,342356.0,0.29209361016018415,-1.0,No,-100.0,0.8762808304805525
23,Lee,0,0.0,1,3/2/20,721053.0,0.0,0.0,No,,0.0
95,Lee,1,0.0,1,3/3/20,721053.0,0.0,0.0,No,,0.0
167,Lee,2,0.0,1,3/4/20,721053.0,0.0,0.0,No,,0.0
239,Lee,3,0.0,1,3/5/20,721053.0,0.0,0.0,No,,0.0
311,Lee,4,2.0,1,3/6/20,721053.0,0.27737212105074105,2.0,Yes,100.0,0.27737212105074105
383,Lee,5,0.0,1,3/7/20,721053.0,0.0,-2.0,No,-0.0,0.27737212105074105
455,Lee,6,0.0,1,3/8/20,721053.0,0.0,0.0,No,,0.0
527,Lee,7,0.0,2,3/9/20,721053.0,0.0,0.0,No,,0.0
599,Lee,8,0.0,2,3/10/20,721053.0,0.0,0.0,No,,0.0
671,Lee,9,1.0,2,3/11/20,721053.0,0.13868606052537052,1.0,Yes,100.0,0.13868606052537052
743,Lee,10,1.0,2,3/12/20,721053.0,0.13868606052537052,0.0,Yes,inf,0.27737212105074105
815,Lee,11,1.0,2,3/13/20,721053.0,0.13868606052537052,0.0,Yes,inf,0.27737212105074105
887,Lee,12,1.0,2,3/14/20,721053.0,0.13868606052537052,0.0,Yes,inf,0.27737212105074105
959,Lee,13,1.0,2,3/15/20,721053.0,0.13868606052537052,0.0,Yes,inf,0.27737212105074105
1031,Lee,14,2.0,3,3/16/20,721053.0,0.27737212105074105,1.0,Yes,200.0,0.4160581815761116
1103,Lee,15,2.0,3,3/17/20,721053.0,0.27737212105074105,0.0,Yes,inf,0.5547442421014821
1175,Lee,16,2.0,3,3/18/20,721053.0,0.27737212105074105,0.0,Yes,inf,0.5547442421014821
1247,Lee,17,1.0,3,3/19/20,721053.0,0.13868606052537052,-1.0,No,-100.0,0.4160581815761116
1319,Lee,18,4.0,3,3/20/20,721053.0,0.5547442421014821,3.0,Yes,133.33333333333331,0.6934303026268527
1391,Lee,19,8.0,3,3/21/20,721053.0,1.1094884842029642,4.0,Yes,200.0,1.6642327263044463
24,Leon,0,0.0,1,3/2/20,290223.0,0.0,0.0,No,,0.0
96,Leon,1,0.0,1,3/3/20,290223.0,0.0,0.0,No,,0.0
168,Leon,2,1.0,1,3/4/20,290223.0,0.3445626294263377,1.0,Yes,100.0,0.3445626294263377
240,Leon,3,0.0,1,3/5/20,290223.0,0.0,-1.0,No,-0.0,0.3445626294263377
312,Leon,4,0.0,1,3/6/20,290223.0,0.0,0.0,No,,0.0
384,Leon,5,0.0,1,3/7/20,290223.0,0.0,0.0,No,,0.0
456,Leon,6,0.0,1,3/8/20,290223.0,0.0,0.0,No,,0.0
528,Leon,7,0.0,2,3/9/20,290223.0,0.0,0.0,No,,0.0
600,Leon,8,0.0,2,3/10/20,290223.0,0.0,0.0,No,,0.0
672,Leon,9,0.0,2,3/11/20,290223.0,0.0,0.0,No,,0.0
744,Leon,10,0.0,2,3/12/20,290223.0,0.0,0.0,No,,0.0
816,Leon,11,0.0,2,3/13/20,290223.0,0.0,0.0,No,,0.0
888,Leon,12,0.0,2,3/14/20,290223.0,0.0,0.0,No,,0.0
960,Leon,13,0.0,2,3/15/20,290223.0,0.0,0.0,No,,0.0
1032,Leon,14,0.0,3,3/16/20,290223.0,0.0,0.0,No,,0.0
1104,Leon,15,3.0,3,3/17/20,290223.0,1.033687888279013,3.0,Yes,100.0,1.033687888279013
1176,Leon,16,0.0,3,3/18/20,290223.0,0.0,-3.0,No,-0.0,1.033687888279013
1248,Leon,17,0.0,3,3/19/20,290223.0,0.0,0.0,No,,0.0
1320,Leon,18,0.0,3,3/20/20,290223.0,0.0,0.0,No,,0.0
1392,Leon,19,1.0,3,3/21/20,290223.0,0.3445626294263377,1.0,Yes,100.0,0.3445626294263377
60,Levy,0,0.0,1,3/2/20,41550.0,0.0,0.0,No,,0.0
132,Levy,1,0.0,1,3/3/20,41550.0,0.0,0.0,No,,0.0
204,Levy,2,0.0,1,3/4/20,41550.0,0.0,0.0,No,,0.0
276,Levy,3,0.0,1,3/5/20,41550.0,0.0,0.0,No,,0.0
348,Levy,4,0.0,1,3/6/20,41550.0,0.0,0.0,No,,0.0
420,Levy,5,0.0,1,3/7/20,41550.0,0.0,0.0,No,,0.0
492,Levy,6,0.0,1,3/8/20,41550.0,0.0,0.0,No,,0.0
564,Levy,7,0.0,2,3/9/20,41550.0,0.0,0.0,No,,0.0
636,Levy,8,0.0,2,3/10/20,41550.0,0.0,0.0,No,,0.0
708,Levy,9,0.0,2,3/11/20,41550.0,0.0,0.0,No,,0.0
780,Levy,10,0.0,2,3/12/20,41550.0,0.0,0.0,No,,0.0
852,Levy,11,0.0,2,3/13/20,41550.0,0.0,0.0,No,,0.0
924,Levy,12,0.0,2,3/14/20,41550.0,0.0,0.0,No,,0.0
996,Levy,13,0.0,2,3/15/20,41550.0,0.0,0.0,No,,0.0
1068,Levy,14,0.0,3,3/16/20,41550.0,0.0,0.0,No,,0.0
1140,Levy,15,0.0,3,3/17/20,41550.0,0.0,0.0,No,,0.0
1212,Levy,16,0.0,3,3/18/20,41550.0,0.0,0.0,No,,0.0
1284,Levy,17,0.0,3,3/19/20,41550.0,0.0,0.0,No,,0.0
1356,Levy,18,0.0,3,3/20/20,41550.0,0.0,0.0,No,,0.0
1428,Levy,19,0.0,3,3/21/20,41550.0,0.0,0.0,No,,0.0
61,Liberty,0,0.0,1,3/2/20,8781.0,0.0,0.0,No,,0.0
133,Liberty,1,0.0,1,3/3/20,8781.0,0.0,0.0,No,,0.0
205,Liberty,2,0.0,1,3/4/20,8781.0,0.0,0.0,No,,0.0
277,Liberty,3,0.0,1,3/5/20,8781.0,0.0,0.0,No,,0.0
349,Liberty,4,0.0,1,3/6/20,8781.0,0.0,0.0,No,,0.0
421,Liberty,5,0.0,1,3/7/20,8781.0,0.0,0.0,No,,0.0
493,Liberty,6,0.0,1,3/8/20,8781.0,0.0,0.0,No,,0.0
565,Liberty,7,0.0,2,3/9/20,8781.0,0.0,0.0,No,,0.0
637,Liberty,8,0.0,2,3/10/20,8781.0,0.0,0.0,No,,0.0
709,Liberty,9,0.0,2,3/11/20,8781.0,0.0,0.0,No,,0.0
781,Liberty,10,0.0,2,3/12/20,8781.0,0.0,0.0,No,,0.0
853,Liberty,11,0.0,2,3/13/20,8781.0,0.0,0.0,No,,0.0
925,Liberty,12,0.0,2,3/14/20,8781.0,0.0,0.0,No,,0.0
997,Liberty,13,0.0,2,3/15/20,8781.0,0.0,0.0,No,,0.0
1069,Liberty,14,0.0,3,3/16/20,8781.0,0.0,0.0,No,,0.0
1141,Liberty,15,0.0,3,3/17/20,8781.0,0.0,0.0,No,,0.0
1213,Liberty,16,0.0,3,3/18/20,8781.0,0.0,0.0,No,,0.0
1285,Liberty,17,0.0,3,3/19/20,8781.0,0.0,0.0,No,,0.0
1357,Liberty,18,0.0,3,3/20/20,8781.0,0.0,0.0,No,,0.0
1429,Liberty,19,0.0,3,3/21/20,8781.0,0.0,0.0,No,,0.0
62,Madison,0,0.0,1,3/2/20,19420.0,0.0,0.0,No,,0.0
134,Madison,1,0.0,1,3/3/20,19420.0,0.0,0.0,No,,0.0
206,Madison,2,0.0,1,3/4/20,19420.0,0.0,0.0,No,,0.0
278,Madison,3,0.0,1,3/5/20,19420.0,0.0,0.0,No,,0.0
350,Madison,4,0.0,1,3/6/20,19420.0,0.0,0.0,No,,0.0
422,Madison,5,0.0,1,3/7/20,19420.0,0.0,0.0,No,,0.0
494,Madison,6,0.0,1,3/8/20,19420.0,0.0,0.0,No,,0.0
566,Madison,7,0.0,2,3/9/20,19420.0,0.0,0.0,No,,0.0
638,Madison,8,0.0,2,3/10/20,19420.0,0.0,0.0,No,,0.0
710,Madison,9,0.0,2,3/11/20,19420.0,0.0,0.0,No,,0.0
782,Madison,10,0.0,2,3/12/20,19420.0,0.0,0.0,No,,0.0
854,Madison,11,0.0,2,3/13/20,19420.0,0.0,0.0,No,,0.0
926,Madison,12,0.0,2,3/14/20,19420.0,0.0,0.0,No,,0.0
998,Madison,13,0.0,2,3/15/20,19420.0,0.0,0.0,No,,0.0
1070,Madison,14,0.0,3,3/16/20,19420.0,0.0,0.0,No,,0.0
1142,Madison,15,0.0,3,3/17/20,19420.0,0.0,0.0,No,,0.0
1214,Madison,16,0.0,3,3/18/20,19420.0,0.0,0.0,No,,0.0
1286,Madison,17,0.0,3,3/19/20,19420.0,0.0,0.0,No,,0.0
1358,Madison,18,0.0,3,3/20/20,19420.0,0.0,0.0,No,,0.0
1430,Madison,19,0.0,3,3/21/20,19420.0,0.0,0.0,No,,0.0
25,Manatee,0,1.0,1,3/2/20,381071.0,0.2624182895051053,0.0,Yes,inf,0.0
97,Manatee,1,0.0,1,3/3/20,381071.0,0.0,-1.0,No,-0.0,0.2624182895051053
169,Manatee,2,0.0,1,3/4/20,381071.0,0.0,0.0,No,,0.0
241,Manatee,3,0.0,1,3/5/20,381071.0,0.0,0.0,No,,0.0
313,Manatee,4,0.0,1,3/6/20,381071.0,0.0,0.0,No,,0.0
385,Manatee,5,0.0,1,3/7/20,381071.0,0.0,0.0,No,,0.0
457,Manatee,6,1.0,1,3/8/20,381071.0,0.2624182895051053,1.0,Yes,100.0,0.2624182895051053
529,Manatee,7,0.0,2,3/9/20,381071.0,0.0,-1.0,No,-0.0,0.2624182895051053
601,Manatee,8,0.0,2,3/10/20,381071.0,0.0,0.0,No,,0.0
673,Manatee,9,0.0,2,3/11/20,381071.0,0.0,0.0,No,,0.0
745,Manatee,10,0.0,2,3/12/20,381071.0,0.0,0.0,No,,0.0
817,Manatee,11,2.0,2,3/13/20,381071.0,0.5248365790102106,2.0,Yes,100.0,0.5248365790102106
889,Manatee,12,0.0,2,3/14/20,381071.0,0.0,-2.0,No,-0.0,0.5248365790102106
961,Manatee,13,1.0,2,3/15/20,381071.0,0.2624182895051053,1.0,Yes,100.0,0.2624182895051053
1033,Manatee,14,2.0,3,3/16/20,381071.0,0.5248365790102106,1.0,Yes,200.0,0.787254868515316
1105,Manatee,15,1.0,3,3/17/20,381071.0,0.2624182895051053,-1.0,No,-100.0,0.787254868515316
1177,Manatee,16,1.0,3,3/18/20,381071.0,0.2624182895051053,0.0,Yes,inf,0.5248365790102106
1249,Manatee,17,1.0,3,3/19/20,381071.0,0.2624182895051053,0.0,Yes,inf,0.5248365790102106
1321,Manatee,18,3.0,3,3/20/20,381071.0,0.7872548685153161,2.0,Yes,150.0,1.0496731580204215
1393,Manatee,19,0.0,3,3/21/20,381071.0,0.0,-3.0,No,-0.0,0.7872548685153161
26,Marion,0,0.0,1,3/2/20,355325.0,0.0,0.0,No,,0.0
98,Marion,1,0.0,1,3/3/20,355325.0,0.0,0.0,No,,0.0
170,Marion,2,0.0,1,3/4/20,355325.0,0.0,0.0,No,,0.0
242,Marion,3,0.0,1,3/5/20,355325.0,0.0,0.0,No,,0.0
314,Marion,4,0.0,1,3/6/20,355325.0,0.0,0.0,No,,0.0
386,Marion,5,0.0,1,3/7/20,355325.0,0.0,0.0,No,,0.0
458,Marion,6,0.0,1,3/8/20,355325.0,0.0,0.0,No,,0.0
530,Marion,7,0.0,2,3/9/20,355325.0,0.0,0.0,No,,0.0
602,Marion,8,0.0,2,3/10/20,355325.0,0.0,0.0,No,,0.0
674,Marion,9,0.0,2,3/11/20,355325.0,0.0,0.0,No,,0.0
746,Marion,10,0.0,2,3/12/20,355325.0,0.0,0.0,No,,0.0
818,Marion,11,0.0,2,3/13/20,355325.0,0.0,0.0,No,,0.0
890,Marion,12,0.0,2,3/14/20,355325.0,0.0,0.0,No,,0.0
962,Marion,13,0.0,2,3/15/20,355325.0,0.0,0.0,No,,0.0
1034,Marion,14,0.0,3,3/16/20,355325.0,0.0,0.0,No,,0.0
1106,Marion,15,0.0,3,3/17/20,355325.0,0.0,0.0,No,,0.0
1178,Marion,16,0.0,3,3/18/20,355325.0,0.0,0.0,No,,0.0
1250,Marion,17,0.0,3,3/19/20,355325.0,0.0,0.0,No,,0.0
1322,Marion,18,2.0,3,3/20/20,355325.0,0.5628649827622599,2.0,Yes,100.0,0.5628649827622599
1394,Marion,19,1.0,3,3/21/20,355325.0,0.28143249138112997,-1.0,No,-100.0,0.84429747414339
27,Martin,0,0.0,1,3/2/20,155705.0,0.0,0.0,No,,0.0
99,Martin,1,0.0,1,3/3/20,155705.0,0.0,0.0,No,,0.0
171,Martin,2,0.0,1,3/4/20,155705.0,0.0,0.0,No,,0.0
243,Martin,3,0.0,1,3/5/20,155705.0,0.0,0.0,No,,0.0
315,Martin,4,0.0,1,3/6/20,155705.0,0.0,0.0,No,,0.0
387,Martin,5,0.0,1,3/7/20,155705.0,0.0,0.0,No,,0.0
459,Martin,6,0.0,1,3/8/20,155705.0,0.0,0.0,No,,0.0
531,Martin,7,0.0,2,3/9/20,155705.0,0.0,0.0,No,,0.0
603,Martin,8,0.0,2,3/10/20,155705.0,0.0,0.0,No,,0.0
675,Martin,9,0.0,2,3/11/20,155705.0,0.0,0.0,No,,0.0
747,Martin,10,0.0,2,3/12/20,155705.0,0.0,0.0,No,,0.0
819,Martin,11,0.0,2,3/13/20,155705.0,0.0,0.0,No,,0.0
891,Martin,12,0.0,2,3/14/20,155705.0,0.0,0.0,No,,0.0
963,Martin,13,0.0,2,3/15/20,155705.0,0.0,0.0,No,,0.0
1035,Martin,14,0.0,3,3/16/20,155705.0,0.0,0.0,No,,0.0
1107,Martin,15,0.0,3,3/17/20,155705.0,0.0,0.0,No,,0.0
1179,Martin,16,1.0,3,3/18/20,155705.0,0.6422401335859478,1.0,Yes,100.0,0.6422401335859478
1251,Martin,17,0.0,3,3/19/20,155705.0,0.0,-1.0,No,-0.0,0.6422401335859478
1323,Martin,18,0.0,3,3/20/20,155705.0,0.0,0.0,No,,0.0
1395,Martin,19,1.0,3,3/21/20,155705.0,0.6422401335859478,1.0,Yes,100.0,0.6422401335859478
48,Miami-Dade,0,0.0,1,3/2/20,2804160.0,0.0,0.0,No,,0.0
120,Miami-Dade,1,0.0,1,3/3/20,2804160.0,0.0,0.0,No,,0.0
192,Miami-Dade,2,0.0,1,3/4/20,2804160.0,0.0,0.0,No,,0.0
264,Miami-Dade,3,0.0,1,3/5/20,2804160.0,0.0,0.0,No,,0.0
336,Miami-Dade,4,0.0,1,3/6/20,2804160.0,0.0,0.0,No,,0.0
408,Miami-Dade,5,0.0,1,3/7/20,2804160.0,0.0,0.0,No,,0.0
480,Miami-Dade,6,0.0,1,3/8/20,2804160.0,0.0,0.0,No,,0.0
552,Miami-Dade,7,0.0,2,3/9/20,2804160.0,0.0,0.0,No,,0.0
624,Miami-Dade,8,0.0,2,3/10/20,2804160.0,0.0,0.0,No,,0.0
696,Miami-Dade,9,0.0,2,3/11/20,2804160.0,0.0,0.0,No,,0.0
768,Miami-Dade,10,0.0,2,3/12/20,2804160.0,0.0,0.0,No,,0.0
840,Miami-Dade,11,0.0,2,3/13/20,2804160.0,0.0,0.0,No,,0.0
912,Miami-Dade,12,0.0,2,3/14/20,2804160.0,0.0,0.0,No,,0.0
984,Miami-Dade,13,0.0,2,3/15/20,2804160.0,0.0,0.0,No,,0.0
1056,Miami-Dade,14,0.0,3,3/16/20,2804160.0,0.0,0.0,No,,0.0
1128,Miami-Dade,15,0.0,3,3/17/20,2804160.0,0.0,0.0,No,,0.0
1200,Miami-Dade,16,0.0,3,3/18/20,2804160.0,0.0,0.0,No,,0.0
1272,Miami-Dade,17,0.0,3,3/19/20,2804160.0,0.0,0.0,No,,0.0
1344,Miami-Dade,18,0.0,3,3/20/20,2804160.0,0.0,0.0,No,,0.0
1416,Miami-Dade,19,0.0,3,3/21/20,2804160.0,0.0,0.0,No,,0.0
28,Monroe,0,0.0,1,3/2/20,76534.0,0.0,0.0,No,,0.0
100,Monroe,1,0.0,1,3/3/20,76534.0,0.0,0.0,No,,0.0
172,Monroe,2,0.0,1,3/4/20,76534.0,0.0,0.0,No,,0.0
244,Monroe,3,0.0,1,3/5/20,76534.0,0.0,0.0,No,,0.0
316,Monroe,4,0.0,1,3/6/20,76534.0,0.0,0.0,No,,0.0
388,Monroe,5,0.0,1,3/7/20,76534.0,0.0,0.0,No,,0.0
460,Monroe,6,0.0,1,3/8/20,76534.0,0.0,0.0,No,,0.0
532,Monroe,7,0.0,2,3/9/20,76534.0,0.0,0.0,No,,0.0
604,Monroe,8,0.0,2,3/10/20,76534.0,0.0,0.0,No,,0.0
676,Monroe,9,0.0,2,3/11/20,76534.0,0.0,0.0,No,,0.0
748,Monroe,10,0.0,2,3/12/20,76534.0,0.0,0.0,No,,0.0
820,Monroe,11,0.0,2,3/13/20,76534.0,0.0,0.0,No,,0.0
892,Monroe,12,0.0,2,3/14/20,76534.0,0.0,0.0,No,,0.0
964,Monroe,13,0.0,2,3/15/20,76534.0,0.0,0.0,No,,0.0
1036,Monroe,14,0.0,3,3/16/20,76534.0,0.0,0.0,No,,0.0
1108,Monroe,15,0.0,3,3/17/20,76534.0,0.0,0.0,No,,0.0
1180,Monroe,16,0.0,3,3/18/20,76534.0,0.0,0.0,No,,0.0
1252,Monroe,17,1.0,3,3/19/20,76534.0,1.3066088274492382,1.0,Yes,100.0,1.3066088274492382
1324,Monroe,18,0.0,3,3/20/20,76534.0,0.0,-1.0,No,-0.0,1.3066088274492382
1396,Monroe,19,0.0,3,3/21/20,76534.0,0.0,0.0,No,,0.0
29,Nassau,0,0.0,1,3/2/20,83125.0,0.0,0.0,No,,0.0
101,Nassau,1,0.0,1,3/3/20,83125.0,0.0,0.0,No,,0.0
173,Nassau,2,0.0,1,3/4/20,83125.0,0.0,0.0,No,,0.0
245,Nassau,3,0.0,1,3/5/20,83125.0,0.0,0.0,No,,0.0
317,Nassau,4,0.0,1,3/6/20,83125.0,0.0,0.0,No,,0.0
389,Nassau,5,0.0,1,3/7/20,83125.0,0.0,0.0,No,,0.0
461,Nassau,6,0.0,1,3/8/20,83125.0,0.0,0.0,No,,0.0
533,Nassau,7,1.0,2,3/9/20,83125.0,1.2030075187969924,1.0,Yes,100.0,1.2030075187969924
605,Nassau,8,0.0,2,3/10/20,83125.0,0.0,-1.0,No,-0.0,1.2030075187969924
677,Nassau,9,0.0,2,3/11/20,83125.0,0.0,0.0,No,,0.0
749,Nassau,10,0.0,2,3/12/20,83125.0,0.0,0.0,No,,0.0
821,Nassau,11,0.0,2,3/13/20,83125.0,0.0,0.0,No,,0.0
893,Nassau,12,0.0,2,3/14/20,83125.0,0.0,0.0,No,,0.0
965,Nassau,13,0.0,2,3/15/20,83125.0,0.0,0.0,No,,0.0
1037,Nassau,14,0.0,3,3/16/20,83125.0,0.0,0.0,No,,0.0
1109,Nassau,15,0.0,3,3/17/20,83125.0,0.0,0.0,No,,0.0
1181,Nassau,16,0.0,3,3/18/20,83125.0,0.0,0.0,No,,0.0
1253,Nassau,17,0.0,3,3/19/20,83125.0,0.0,0.0,No,,0.0
1325,Nassau,18,0.0,3,3/20/20,83125.0,0.0,0.0,No,,0.0
1397,Nassau,19,0.0,3,3/21/20,83125.0,0.0,0.0,No,,0.0
30,Okaloosa,0,0.0,1,3/2/20,198409.0,0.0,0.0,No,,0.0
102,Okaloosa,1,0.0,1,3/3/20,198409.0,0.0,0.0,No,,0.0
174,Okaloosa,2,1.0,1,3/4/20,198409.0,0.5040093947351179,1.0,Yes,100.0,0.5040093947351179
246,Okaloosa,3,0.0,1,3/5/20,198409.0,0.0,-1.0,No,-0.0,0.5040093947351179
318,Okaloosa,4,0.0,1,3/6/20,198409.0,0.0,0.0,No,,0.0
390,Okaloosa,5,0.0,1,3/7/20,198409.0,0.0,0.0,No,,0.0
462,Okaloosa,6,1.0,1,3/8/20,198409.0,0.5040093947351179,1.0,Yes,100.0,0.5040093947351179
534,Okaloosa,7,0.0,2,3/9/20,198409.0,0.0,-1.0,No,-0.0,0.5040093947351179
606,Okaloosa,8,0.0,2,3/10/20,198409.0,0.0,0.0,No,,0.0
678,Okaloosa,9,0.0,2,3/11/20,198409.0,0.0,0.0,No,,0.0
750,Okaloosa,10,0.0,2,3/12/20,198409.0,0.0,0.0,No,,0.0
822,Okaloosa,11,0.0,2,3/13/20,198409.0,0.0,0.0,No,,0.0
894,Okaloosa,12,0.0,2,3/14/20,198409.0,0.0,0.0,No,,0.0
966,Okaloosa,13,0.0,2,3/15/20,198409.0,0.0,0.0,No,,0.0
1038,Okaloosa,14,1.0,3,3/16/20,198409.0,0.5040093947351179,1.0,Yes,100.0,0.5040093947351179
1110,Okaloosa,15,1.0,3,3/17/20,198409.0,0.5040093947351179,0.0,Yes,inf,1.0080187894702357
1182,Okaloosa,16,1.0,3,3/18/20,198409.0,0.5040093947351179,0.0,Yes,inf,1.0080187894702357
1254,Okaloosa,17,4.0,3,3/19/20,198409.0,2.0160375789404714,3.0,Yes,133.33333333333331,2.5200469736755893
1326,Okaloosa,18,3.0,3,3/20/20,198409.0,1.5120281842053536,-1.0,No,-300.0,3.528065763145825
1398,Okaloosa,19,2.0,3,3/21/20,198409.0,1.0080187894702357,-1.0,No,-200.0,2.5200469736755893
63,Okeechobee,0,0.0,1,3/2/20,41492.0,0.0,0.0,No,,0.0
135,Okeechobee,1,0.0,1,3/3/20,41492.0,0.0,0.0,No,,0.0
207,Okeechobee,2,0.0,1,3/4/20,41492.0,0.0,0.0,No,,0.0
279,Okeechobee,3,0.0,1,3/5/20,41492.0,0.0,0.0,No,,0.0
